name,productUrl,imageUrl,originalPrice,DiscountedPrice,Discount,ratingScore,review,description,categories,itemId,itemSoldCntShow,sellerName,sellerId,brandId,brandName,location
BebeCook My First Duo-Flavour Rice Rusk (Pumpkin) 30G,,https://sg-live-01.slatic.net/p/8d9910c211755047dbfbbd29fa027dd0.jpg,,7.9,,4.953488372093023,43,"Soothe your teething baby with BeBecook Duo-Flavour Rice Rusk (Pumpkin)! Enjoy the great natural taste of organic korean white rice and pumpkin in every piece of this healthy cracker.The non-sticky and non-chewy snack dissolves easily in the mouth, and is the perfect no-mess food option for your little one. Easy-to-hold design encourages self-feeding through biting and chewing. Comes in a convenient resealable polybag. Suitable from 6 months. Made in South Korea. Net weight: 30g.","[8706, 10100747, 8718, 8721]",501220194,2k+ sold,RedMart,1000008313,110406,BebeCook,Singapore
Frisolac Gold HA - Infant Formula Baby Milk Powder Stage 1 (0-12 M),,https://sg-live-01.slatic.net/p/4d05e8f34454b8ed617644e5018ccad6.jpg,,30.17,,4.954022988505747,87,"• For infants from 0 to 12 months. • Frisolac Gold HA is a special infant formula that contains partially hydrolyzed cow’s milk protein. • It is suitable for babies who require partially hydrolyzed cow’s milk protein formula. • Frisolac Gold HA contains DHA, Nucleotides and (GOS) • This product is not suitable for babies with established cow’s milk allergy • Please consult your doctor before usage.","[8706, 10100747, 8708, 8710]",325780872,2k+ sold,RedMart,1000008313,30438,Frisolac,Singapore
Rudolfs Baby Organic Apple Banana Prune And Biscuits 6+ Months - By Foodsterr,,https://sg-live-01.slatic.net/p/4839c04fdec9de0e7e20dd63b63a39d9.jpg,4.19,3.56,15% Off,4.956521739130435,23,"This fruit puree full of vitamins and freshness will surely be loved by your baby, with new tastes so fruity and so sweet. Apple and bananas complement each other perfectly and supplement the growing body’s needs by providing a variety of nutrients. Prunes are rich in vitamins and fiber and help maintain digestion. Rudolfs organic baby puree is made from 67.5% apple, 25.5% banana, 4% prunes, 3% biscuits (wheat flour, butter, sour cream, potato starch).","[8706, 10100747, 8718, 8721]",304036782,945 sold,RedMart,1000008313,170836,Rudolfs,Singapore
Karihome Infant Formula Stage 1,,https://sg-live-01.slatic.net/p/dbc108e9711721faf0bcb5660d49a257.jpg,,57.54,,4.956043956043956,91,"Karihome Goat Milk Infant formula is designed to meet the nutritional needs of infants from birth and can be given to infants whose mothers are unable to breastfeed. Based on the unique nutritional advantages of goat milk, Karihome Goat Milk Infant formula is made from fresh goat milk of the highest quality, and fortified with vitamins, minerals and other essential nutrients that are necessary for infant development. Whole goat milk, like whole cow milk, is unsuitable for infant feeding. Both these whole milks contain low levels of a number of vitamins and minerals relative to the requirements of human infants. They also have high levels of proteins and some minerals, imposing undue stress on the infant's immature organs. Karihome Goat Milk Infant formula has been formulated to provide a nutritionally balanced food, meeting the Codex Standard for Infant Formula.","[8706, 10100747, 8708, 8710]",303966537,6k+ sold,RedMart,1000008313,57188,Karihome,Singapore
NESTLE LACTOGEN Stage 1 Starter Infant Formula 1.8KG - From 0-12 Months,,https://sg-live-01.slatic.net/p/b5dc55e56a021be56b315570dba9411c.jpg,,36.93,,4.954887218045113,133,LACTOGEN Comfortis Infant Formula Step 1 with Magnesium & Iron is a formulation for infants from birth up to 12 months. This formulation contains the following nutrients: Omega 3 and 6. DHA & ARA. Lactobacillus reuteri. Taurine. L-Carnitine. Magnesium. Iron.,"[8706, 10100747, 8708, 8710]",303924247,2k+ sold,RedMart,1000008313,167021,NESTLE LACTOGEN,Singapore
Wyeth Nutrition S-26 Gold Promise Stage 4 Growing-up Formula 1.6KG - From 36 Months,,https://sg-live-01.slatic.net/p/c05a3afb598cb37e4cd1504137565abc.jpg,,66.21,,4.94949494949495,198,"S-26 GOLD PROMISE now with 2'-FL. It contains a scientific blend of Specialized 26 ingredients, together with DHA, Choline and Lutein to support your child's brain development. It also contains Alpha-lactalbumin, a unique high-quality protein that helps in tissue building and growth. Complemented with Oligo fructose, a soluble dietary fibre which stimulates an increase of beneficial bifidobacteria in the intestinal tract that helps maintain healthy digestive system.","[8706, 10100747, 8708, 8712]",301156541,6k+ sold,RedMart,1000008313,167287,Wyeth Nutrition,Singapore
Karihome Pre-School Stage 4 Goat Baby Formula,,https://sg-test-11.slatic.net/p/e6aa226d5854b0253c3a00d4dd155d6c.jpg,,56.02,,4.950704225352113,142,Karihome Pre-School formula is a natural progression from Karihome Growing-Up Formula. Its composition has been modified to meet the nutritional needs of this age group. For children over 3 years old.,"[8706, 10100747, 8708, 8712]",301136592,7k+ sold,RedMart,1000008313,57188,Karihome,Singapore
Take One Carrot Baby Bites,,https://sg-live-01.slatic.net/p/4111749e707b4a4e677ce3395ab37638.jpg,,3,,4.95968992248062,645,"Superior quality rice rusks, baked and easily digestible, no preservatives, gluten and peanut free","[8706, 10100747, 8718, 8721]",301124499,"9,999+ sold",RedMart,1000008313,163235,Take One,Singapore
PediaSure Gold With PeptiGroTM - Premium Chocolate 850 G,,https://sg-test-11.slatic.net/p/ec62f931543573653aae2c6342ac909d.jpg,53.44,51.36,4% Off,4.930232558139535,43,"Abbott PediaSure Gold with PeptiGroTM - Premium Chocolate, 850 G","[8706, 10100747, 8708, 8712]",2639985871,1k+ sold,RedMart,1000008313,31110,Pediasure,Singapore
Nestle NAN SupremePro H.A.Stage 2 Follow-Up Milk 800G - From 6 Months,,https://sg-live-01.slatic.net/p/e2a83e6eefbd64cbae0a96003bf1b3a9.jpg,,61.01,,4.935897435897436,78,"NAN SUPREMEPRO H.A. 2 is a Follow-up Milk for babies 6-12 months. Contains: GENTLE OPTIPRO HA, a unique blend of partially hydrolyzed whey protein broken down into pieces, 10 times smaller. 5-MO Complex (2-FL, DFL, LNT, 3-SL and 6-SL) a group of milk oligosaccharides. Extensively studied Bifidobacterium lactis, DHA and ARA. No added Sucrose.","[8706, 10100747, 8708, 8711]",2300699196,6k+ sold,RedMart,1000008313,71490,Nestle NAN,Singapore
DDODDOMAM Organic Rice Rusk Sweet Pumpkin Baby Snack,,https://sg-live-01.slatic.net/p/5a69816b57b0b522e7bee3787e937781.jpg,6.83,5.81,15% Off,4.932584269662922,89,"Made of ORGANIC RICE cultivated in the first eco-city Yangpyeong in Korea. Softly melt in the baby's mouth in 15 seconds. With the know-how in manufacturing baby's snack, we found the best size for gripping and softness. No additives - No addition of flavorings, color, preservatives, and leavening agent. NOT fried in oil and only made with heat and pressure.","[8706, 10100747, 8718, 8721]",2013891101,3k+ sold,RedMart,1000008313,123553449,DDODDOMAM,Singapore
Enfamil Pro A+ Stage 1 Infant baby Milk Powder Formula (0-12M) 400G,,https://sg-live-01.slatic.net/p/5f90d2eca234f6fd52fce846eb5bb26b.jpg,,33.55,,4.9324324324324325,73,"* Important Notice: Breast milk is the best for babies. The World Health Organisation recommends exclusive breastfeeding for the first six months of life. Unnecessary introduction of bottle feeding or other food and drinks will have a negative impact on breastfeeding. After six months of age, infants should receive age-appropriate foods while breastfeeding continues for up to two years of age or beyond. Consult your doctor before deciding to use infant formula or if you have difficulty breastfeeding. - At Mead Johnson, we focused primarily on paediatric nutrition and commitment to paediatric nutrition research and innovation over the years. With over 100 years experience in paediatric nutrition, Mead Johnson Nutrition has designed Enfamil Pro A+ Stage 1. - Enfamil Pro A+ Stage 1 contains: ✓ 2’-FL ✓ DHA & ARA ✓ PDX & GOS","[8706, 10100747, 8708, 8710]",1711530916,3k+ sold,RedMart,1000008313,52732,Enfamil,Singapore
Grow Growing Up Milk for Kids - Ready-To-Drink Vanilla (3 - 12 years) - 4x180ML,,https://sg-test-11.slatic.net/p/6d8abec1159eec68ade2bef49ad7b84f.jpg,,6.1,,4.939866369710468,449,Good nutrition is essential to support your child's mental development and physical growth. GROW Ready-To-Drink is an advanced formulation scientifically designed for children during their formative phase of 3 to 12 years old. Support your child's learning and fuel his day-to-day activities with GROW Ready-To-Drink! 2. servings of GROW Vanilla Milk (yielding 321 kcal) can be consumed to help meet daily energy needs.,"[8706, 10100747, 8708, 8712]",1185188925,"9,999+ sold",RedMart,1000008313,31701,Grow,Singapore
MommyJ Baby Step 3 Tri-Grain for 8+ months (900G),,https://sg-live-01.slatic.net/p/3f4712984a5b08c8b8f2c0ea5eb59577.jpg,,12.5,,4.9375,16,Natural white and red rice with millet suitable for babies and toddlers from 9 months onwards. Time to introduce a little unpolished grains (red rice) into your little one's diet for that extra nutrition!,"[8706, 10100747, 8718, 8720]",852504996,907 sold,RedMart,1000008313,153285,MommyJ,Singapore
Dumex Dugro Growing Up Kid Milk Formula Stage 4 (2 X 800G),,https://sg-test-11.slatic.net/p/e89deceb580dd104882c07a17d9f5b67.jpg,,47.35,,4.948453608247423,194,"Get so much more goodness with Dugro milk formula. Sourced from Australia and New Zealand, each serving contains DHA, recommended vitamins and minerals such as Calcium, Iron, and Zinc for growth and development. For toddlers 3-6 years old.","[8706, 10100747, 8708, 8712]",556436255,4k+ sold,RedMart,1000008313,30360,Dumex,Singapore
BebeCook My First Duo-Flavour Rice Rusk (Sweet Potato) 30G,,https://sg-live-01.slatic.net/p/ddbfa093ce475c300bd02c0ae4c34737.jpg,,7.9,,4.935483870967742,62,"Soothe your teething baby with BeBecook Duo-Flavour Rice Rusk (Sweet Potato)! Enjoy the great natural taste of organic korean white rice and purple sweet potato in every piece of this healthy cracker.The non-sticky and non-chewy snack dissolves easily in the mouth, and is the perfect no-mess food option for your little one. Easy-to-hold design encourages self-feeding through biting and chewing. Comes in a convenient resealable polybag. Suitable from 6 months. Made in South Korea. Net weight: 30g.","[8706, 10100747, 8718, 8721]",501218187,3k+ sold,RedMart,1000008313,110406,BebeCook,Singapore
Dumex Dulac Stage 2 Follow On Baby Milk Formula (800G),,https://sg-live-01.slatic.net/p/f4dc8fac724bb66c098b40b803fcd287.jpg,,15.8,,4.94551282051282,312,"Breast milk is the best for babies. The World Health Organisation recommends exclusive breastfeeding for the first six months of life. Unnecessary introduction of bottle feeding or other food and drinks will have a negative impact on breastfeeding. After six months of age, infants should receive age-appropriate foods while breastfeeding continues for up to two years of age or beyond. Consult your doctor before deciding to use infant formula or if you have difficulty breastfeeding. Milk sourced from Europe/ New Zealand, Trusted Brand - Nuturing generations of Singaporeans over 60 years.","[8706, 10100747, 8708, 8711]",305152382,"9,999+ sold",RedMart,1000008313,30360,Dumex,Singapore
Nature One Dairy ® Premium Follow-On Formula Step 2 900G Baby Formula,,https://sg-live-01.slatic.net/p/475b911b528819953165ba0444208b9d.jpg,,34.9,,4.930434782608696,230,"Breast milk is the best for babies. Nature One Dairy fully recognises breast milk's primacy, value and superiority and supports breastfeeding as recommended by the WHO.","[8706, 10100747, 8708, 8711]",305070600,"9,999+ sold",RedMart,1000008313,153330,Nature One Dairy,Singapore
Nestle NAN Optipro Stage 4 Growing Up Milk 1.6KG - From 24 Months,,https://sg-test-11.slatic.net/p/1aca111a2a23ed56b5f3973c00b170f7.jpg,,75.69,,4.9342431761786605,806,"Now with 2'-FL! NAN® OPTIPRO® 4 is a Healthier Choice product. It is 25% lower in sugar and 25% higher in calcium than regular growing up milk.,BIFIDUS BL Probiotics - Protects against potentially harmful bacteria in the digestive system, helps maintain a healthy digestive system.,DHA LIPID-SMART® (Unique LIPID SMART® fat blend with DHA & ARA precursor) - Important building blocks for the development of the brain and eyes of your child.,DENTA PRO® - Naturally active Lactobacilli cultures,B-complete - Vitamins B1, B2 & B3 help to release energy from proteins, fats and carbohydrates.,Iron & Zinc - Help support your child's natural defences.,No Added Sucrose (Sugar) - Contains the goodness of milk with No Added Sucrose (Sugar)","[8706, 10100747, 8708, 8712]",304976665,"9,999+ sold",RedMart,1000008313,71490,Nestle NAN,Singapore
Dumex Dulac Stage 1 Infant Newborn Baby Milk Formula (800G),,https://sg-live-01.slatic.net/p/48d1ff70cad984688145c40ef458bc4c.jpg,,15.8,,4.9451754385964914,456,"Breast milk is the best for babies. The World Health Organisation recommends exclusive breastfeeding for the first six months of life. Unnecessary introduction of bottle feeding or other food and drinks will have a negative impact on breastfeeding. After six months of age, infants should receive age-appropriate foods while breastfeeding continues for up to two years of age or beyond. Consult your doctor before deciding to use infant formula or if you have difficulty breastfeeding. Milk sourced from Europe/ New Zealand, Trusted Brand - Nuturing generations of Singaporeans over 60 years.","[8706, 10100747, 8708, 8710]",303918294,"9,999+ sold",RedMart,1000008313,30360,Dumex,Singapore
Wyeth Nutrition S-26 Gold Nursoy Stage 1 Infant Formula 900G,,https://sg-live-01.slatic.net/p/b780b421d54a748ebc7994f2734359ed.jpg,,48.89,,4.9375,16,"S-26® GOLD NURSOY. Infant Formula Milk Powder. Suitable for Infants from birth onwards. Pioneering better nutrition for the future. For more than 100 years, Wyeth® Nutrition has reached many milestones in nutritional innovation. Our many firsts have not only transformed nutrition for infants and young children, but have represented landmark developments in pediatric nutrition. In 1961, Wyeth® Nutrition developed a breakthrough formulation using a unique technology process, featuring the first-ever 60:40 whey-to-casein ratio infant formula. Wyeth® Nutrition continued to pioneer groundbreaking advances in formula composition. These included fortifying formula with DHA, ARA, Five Nucleotides and 2'-FL.","[8706, 10100747, 8708, 8710]",303898789,845 sold,RedMart,1000008313,167287,Wyeth Nutrition,Singapore
